,index,id,target,enzyme,smile,name
455,455,DB00898,P14867|Q8TCU5|P23415|P23416|Q02641|P46098|P47869|Q9GZZ6|Q13936|P31644|P48169|P34903|P42261|Q06432|Q15822|Q16445|P42262|P48058|P42263|P43681|P17787|P48549|P48051|P19320|Q99808|P48544|P36544|Q9UGM1|P18505|P28472|P47870|Q13698|Q01668|P30926|P32297|P30532|Q15825|Q05901|Q8N1C3|Q99928|P78334|O00591|Q9UN88|O14764|Q14542|A5X5Y0|O95264|Q70Z44|Q8WXA8|Q9Y698|Q92806|P32004,P04798|P05177|P20813|P11712|P33261|P05181|P08684|Q02928|P07327|P00325|P00326|P11766|P08319|P40394|P28332|P14550,80|222|294|807|1057|1410,Ethanol
456,456,DB00903,P05023|Q13621|Q9UJU2|P09211,P09210,67|80|94|97|188|294|389|407|561|600|650|684|695|807|898|1011|1022|1057|1187|1352|1366|1380|1415|1419|1440|1452|1641|1683|1691|1737|1750|1873|1917|1970|1991|2004,Etacrynicacid
457,457,DB00904,P46098|Q13639|P35372|P08908|P28222,P08684|P05177|P10635|P20815|P24462|P11712|P05181,45|80|239|276|314|378|387|422|432|515|564|650|664|719|824|908|917|926|935|1011|1019|1057|1088|1101|1121|1145|1199|1285|1325|1343|1357|1380|1422|1452|1455|1573|1611|1722|1726|1738|1747|1750|1808|1866|1873|1952|2043,Ondansetron
458,458,DB00905,P43088|P34995|P43115,P08684|P20815,1|41|80|197|227|294|298|389|401|575|637|650|656|659|681|694|721|739|775|782|787|807|849|895|922|926|1019|1045|1057|1066|1088|1152|1199|1228|1243|1250|1257|1280|1292|1356|1380|1564|1589|1597|1624|1652|1692|1718|1726|1750|1754|1755|1873|1911|1917|2039,Bimatoprost
459,459,DB00906,P30531,P08684|P22309,14|80|93|181|270|389|401|446|479|553|554|650|675|694|738|739|781|807|869|881|926|935|974|1019|1028|1057|1121|1145|1158|1194|1233|1250|1325|1380|1391|1422|1431|1480|1567|1722|1750|1791|1873|1917|1938|2045,Tiagabine
460,460,DB00907,Q01959|P23975|P35498|Q9Y5Y9|Q9UI33|Q99250|Q9NY46|P35499|Q14524|Q01118|Q9UQD0|Q15858|Q07699|O60939|Q9NY72|Q8IWT1|P31645|P11229|P08172|Q99720|P23141,P08684|P10635|P10632|P06276|P23141,1|42|145|302|335|338|352|389|497|534|606|650|695|798|807|841|911|926|935|1019|1050|1057|1088|1126|1145|1152|1199|1292|1325|1380|1385|1449|1689|1701|1733|1734|1750|1873|1910|1917|1985|2018,Cocaine
461,461,DB00908,Q14524|O00180|Q9Y257|Q12809|P35348|P35368|P25100,P08684|P24462|P10635|P05177|P05181|P04798|P20813|P11712|P10632,1|60|115|191|227|237|322|378|584|585|593|595|629|638|694|695|718|739|781|787|807|841|875|926|935|940|961|1019|1022|1057|1097|1126|1238|1255|1292|1325|1357|1366|1380|1414|1425|1452|1480|1492|1536|1637|1645|1750|1765|1854|1866|1873|1876|1972,Quinidine
462,462,DB00909,P35498|Q99250|Q9NY46|P35499|Q14524|Q15858|Q9UI33|Q07699|O60939|Q9NY72|Q8IWT1|O43497|O95180|Q9P0X4|P00915|P00918|P07451|P22748|P35218|Q9Y2D0|P23280|P43166|P35219|Q16790|Q9NS85|O75493|O43570|Q8N1Q1|Q9ULX7|P27338|P21397,P08684|Q06278|P33261|P22309|P20815,5|80|248|350|378|521|607|650|656|710|1088|1115|1128|1171|1199|1276|1357|1380|1449|1476|1542|1573|1607|1750|1808|1873|1897|1937,Zonisamide
463,463,DB00910,P11473,Q07973|P08684|P22310,1|8|80|114|137|231|243|283|317|392|444|470|478|590|622|678|687|694|807|890|921|926|978|1011|1019|1028|1044|1057|1060|1122|1146|1157|1162|1194|1230|1240|1257|1274|1292|1325|1380|1425|1462|1477|1547|1624|1656|1738|1908|1950,Paricalcitol
464,464,DB00912,Q09428|P37231,P08684|P10632,1|2|41|67|80|117|231|237|246|283|291|294|310|322|325|389|407|425|429|456|581|599|650|675|680|695|718|730|759|807|875|926|935|1027|1028|1047|1057|1088|1152|1199|1238|1295|1380|1452|1480|1616|1647|1750|1754|1822|1847|1873|1917|1927|1970|1991|1998,Repaglinide
465,465,DB00914,Q13131|Q15842,P10635,80|140|197|389|524|623|667|807|828|921|1045|1066|1088|1104|1119|1152|1171|1199|1243|1380|1451|1507|1690|1750|1754|1873|2018|2020,Phenformin
466,466,DB00915,P21430|Q8TCU5|P36544|P14416|P43681|P32297,P20711|P27338,679|926|1019|1060|1171|1292|1446|1699|1899|1910|1962|1976|2033,Amantadine
467,467,DB00916,O25608,P11712|P08684|P10632|P22309|P11509|P20815|P24462,80|172|205|222|266|378|473|506|650|715|753|802|807|838|891|917|935|936|1057|1145|1195|1380|1452|1535|1631|1722|1820|1873|1963|1973,Metronidazole
468,468,DB00918,P28222|P28221,P08684|P10635|P21397|P31513|P33261|P05181|P10632,5|80|119|120|273|310|328|350|364|458|476|539|585|650|652|693|806|875|881|926|935|1028|1057|1114|1163|1243|1349|1357|1380|1434|1476|1480|1539|1552|1675|1750|1752|1754|1873|1879|1937|1939|1951|1971|1998,Almotriptan
469,469,DB00921,P35372|P41145|P41143|P41146,P08684|P20815|P11712|P10632|P24462|P10635|P33260|P33261,29|80|86|114|144|214|231|242|248|311|338|389|392|530|583|649|656|679|695|750|807|841|889|908|926|935|936|960|1011|1019|1021|1039|1057|1060|1162|1174|1182|1236|1278|1288|1294|1300|1325|1380|1475|1480|1557|1574|1580|1602|1607|1671|1750|1760|1761|1803|1808|1873|1908|1909|1938|1961|1980|2022,Buprenorphine
470,470,DB00924,P28223|P41595|P28335|P50406|P31645|P23975|P34969|O00206|Q06278,P08684|P05177|P10635|P22310|P36537,21|80|118|352|401|547|652|693|694|770|780|792|881|984|1005|1057|1088|1120|1163|1199|1375|1380|1448|1750|1873|1887|1920|1951,Cyclobenzaprine
471,471,DB00926,P10276|P19793|P10826|P48443|P28702|P13631,P11511,31|55|80|126|136|147|173|249|252|294|333|350|374|422|432|468|650|652|694|695|807|808|815|835|841|875|1017|1057|1073|1120|1238|1288|1319|1380|1391|1512|1536|1626|1722|1742|1873|1917|1943|1957|1970,Etretinate
472,472,DB00927,P25021,P05177,11|18|80|87|116|140|158|198|350|351|378|404|426|470|552|650|675|684|724|725|762|807|887|953|1171|1182|1311|1380|1427|1476|1556|1564|1567|1607|1613|1623|1680|1682|1717|1855|1873|1876,Famotidine
473,473,DB00928,P26358,P32320,75|80|194|222|314|378|409|454|577|606|610|650|656|807|932|935|1008|1019|1099|1126|1171|1176|1234|1257|1380|1452|1457|1487|1516|1659|1764|1844|1855|1873|1887|1921|2040,Azacitidine
474,474,DB00932,Q72874,P08684|P10635|P33261|P22309,1|15|71|80|114|191|241|257|294|314|350|378|389|502|514|552|559|650|652|656|660|703|743|744|794|795|807|809|824|872|875|926|940|971|983|1039|1045|1046|1057|1060|1066|1083|1088|1152|1161|1199|1243|1247|1260|1266|1270|1282|1347|1358|1365|1380|1417|1452|1453|1476|1502|1535|1544|1581|1602|1665|1720|1736|1750|1754|1873|1928|1958,Tipranavir
475,475,DB00933,P28223|P14416,P10635,4|53|80|201|397|427|486|548|562|588|589|650|675|744|832|875|890|917|926|935|949|1017|1019|1028|1057|1088|1101|1145|1167|1199|1265|1295|1325|1347|1367|1380|1480|1502|1552|1572|1585|1647|1689|1690|1750|1873|1998|2044,Mesoridazine
476,476,DB00934,P23975|P35367|P11229|P08172|P20309|P08173|P08912|P35348|P35368|P25100|P28223|P28335|P34969|P14416|P08913|P18089|P18825,P10635|P05177,60|80|138|159|371|654|667|795|892|926|1019|1027|1031|1057|1060|1088|1152|1162|1199|1325|1371|1380|1407|1430|1460|1567|1605|1742|1750|1873|1896|1911|1980|1995,Maprotiline
477,477,DB00936,P23219|P35354|Q04828,P11712,389|456|650|807|1047|1088|1199|1211|1380|1447|1519|1602|1607|1750|1831|1873|1917|1991,Salicylicacid
478,478,DB00938,P07550|P08588|P13945,P08684|P20815|P24462|P10632,1|13|80|222|227|293|389|548|592|606|632|667|691|695|705|771|807|837|875|978|1004|1045|1066|1088|1143|1152|1184|1199|1243|1249|1325|1349|1362|1365|1380|1434|1475|1537|1573|1602|1607|1699|1750|1754|1853|1873|1911|1992,Salmeterol
479,479,DB00940,P11229|P25021|P08172|P20309|P08173|P08912,P22303,13|80|116|147|294|316|371|414|428|478|534|568|628|650|656|677|695|807|913|953|954|962|976|1019|1027|1057|1088|1199|1380|1481|1750|1771|1783|1788|1810|1873|1905|1917,Methantheline
480,480,DB00943,Q72547,P27707,4|62|80|117|222|257|314|378|424|440|485|577|606|650|656|807|912|926|935|1019|1101|1171|1325|1328|1380|1391|1420|1457|1516|1522|1535|1750|1855|1873|1887|1921|2042,Zalcitabine
481,481,DB00945,P23219|P35354|Q04828|Q13131|P54646|Q9Y478|O43741|P54619|Q9UGJ0|Q9UGI9|P25101|P04637|P11021|P51812|P25963|P98066|P29466|P42574|O14920|P28482|Q8TD08|P27361|P31152|Q16659|Q13164|P24385|P01106|P12004,P33261|P11712|P19224|P11245,389|456|650|695|807|909|1017|1035|1047|1057|1088|1199|1380|1410|1447|1468|1616|1729|1750|1775|1873|1917|1970|1991,Acetylsalicylicacid
482,482,DB00946,Q9BQB6,P10632|P11712|P08684,1|75|80|202|238|294|305|314|368|389|650|652|656|807|971|1057|1088|1128|1143|1199|1357|1365|1380|1468|1544|1555|1573|1581|1602|1604|1626|1750|1808|1873,Phenprocoumon
483,483,DB00947,P03372,P08684|P22309,59|80|83|114|190|198|208|226|231|334|381|396|427|455|458|497|519|533|561|562|650|728|745|760|779|807|832|841|854|875|899|926|942|1019|1027|1039|1052|1057|1060|1073|1143|1162|1236|1257|1265|1274|1308|1313|1316|1325|1380|1453|1477|1557|1602|1736|1750|1873|1911|1928|1941|1951,Fulvestrant
484,484,DB00949,Q13224|Q12879,P08684|P33261|P05181|P11712,1|80|118|140|147|389|650|682|695|807|1075|1088|1128|1171|1199|1365|1380|1511|1581|1584|1750|1873|1898|1917|1990,Felbamate
485,485,DB00951,P9WIE5|P9WGR1|P10632|P05177|P08684|P33261|P9WNX1,P05181|P11712|P05177|P10635|P33261|P11245|P9WJI5|P11509|P10632,80|378|383|486|497|650|807|1152|1171|1208|1380|1385|1603|1665|1701|1750|1794|1866|1873|1917|1987,Isoniazid
486,486,DB00952,P28221|P28222|P30939|P08908,P21397,52|80|104|119|169|207|310|328|350|481|558|565|650|802|806|875|904|926|934|935|993|1019|1027|1057|1114|1145|1152|1236|1243|1321|1325|1357|1380|1430|1470|1476|1480|1539|1750|1754|1807|1873|1879|1937|1939|1948|2000,Naratriptan
487,487,DB00953,P28221|P28222|P30939,P21397,43|80|119|273|310|328|364|378|476|489|548|651|652|693|744|747|806|875|881|932|935|1024|1057|1114|1163|1243|1349|1357|1380|1539|1603|1673|1675|1701|1750|1752|1754|1765|1778|1873|1879|1937|1939|1951,Rizatriptan
488,488,DB00956,P35372|P41143|Q99720,P10635|P08684|P20813|P33261,61|67|94|231|249|311|314|370|413|486|519|580|650|656|693|695|750|841|873|926|935|940|1019|1039|1057|1058|1060|1074|1091|1104|1117|1145|1162|1171|1172|1236|1294|1325|1380|1480|1536|1656|1689|1738|1750|1873|1970|1980|2022|2046,Hydrocodone
489,489,DB00957,P06401|P10275|P03372,P08684|P20813|P11712|P22309,57|80|84|184|253|292|294|343|345|373|408|433|455|519|529|542|559|622|650|674|695|717|725|748|757|807|909|915|926|974|1017|1019|1035|1057|1060|1122|1153|1162|1206|1245|1325|1351|1358|1364|1380|1425|1558|1668|1685|1735|1738|1873|1917|1952|1971|2020,Norgestimate
490,490,DB00959,P04150|P04083,Q04828|P52895|P42330|P17516|P28845|P80365|P08684|P08684|Q9HB55|P20815|P24462|P11509|Q16678|P20813|P10632|P33261|P11712,80|84|222|240|314|315|452|519|529|547|622|650|664|679|781|787|807|849|926|967|1009|1019|1057|1060|1154|1162|1223|1227|1257|1274|1292|1307|1309|1325|1380|1436|1450|1489|1531|1604|1612|1664|1679|1762|1794|1822|1831|1873|1917|1938|1986|1997|2021,Methylprednisolone
491,491,DB00960,P08588|P07550|P08908|P28222|P13945,P10635,1|80|118|119|169|227|283|328|430|522|606|658|695|711|782|806|807|1026|1028|1039|1057|1088|1114|1152|1353|1357|1380|1410|1440|1452|1506|1574|1750|1783|1873|1906|1970|2030|2038,Pindolol
492,492,DB00962,P14867,P08684|P20815|P24462|Q06278,43|80|112|119|123|288|294|305|361|378|412|515|650|674|736|783|787|790|807|875|881|932|935|1017|1039|1047|1057|1088|1096|1100|1136|1160|1162|1348|1362|1380|1384|1452|1535|1546|1572|1588|1589|1692|1696|1750|1862|1866|1873|1896|1917,Zaleplon
493,493,DB00963,P35354|P23219,P35354,9|80|275|325|389|650|728|807|909|914|1039|1088|1157|1171|1185|1301|1349|1380|1385|1430|1447|1457|1597|1631|1649|1674|1697|1737|1750|1775|1791|1873|1917|1991,Bromfenac
494,494,DB00966,P30556|P37231,P33261|P35503,45|80|127|138|149|164|222|235|289|294|310|318|335|347|352|357|378|389|456|490|564|650|794|802|807|828|875|896|935|954|980|984|1047|1057|1080|1088|1097|1145|1160|1199|1243|1285|1293|1380|1391|1447|1465|1644|1683|1722|1724|1726|1750|1754|1765|1842|1855|1873|1917|1974|1991,Telmisartan
495,495,DB00968,P08913|P20711,P21964,80|114|193|310|315|389|392|589|610|650|675|794|807|875|888|1057|1078|1171|1174|1178|1380|1475|1602|1607|1750|1754|1873|1917|1977,Methyldopa
496,496,DB00969,P46098,P05177|P08684|P11712|P05181,45|80|134|219|239|314|378|515|564|650|692|713|716|806|834|879|926|935|1057|1088|1089|1114|1145|1199|1278|1285|1349|1357|1380|1422|1452|1479|1480|1560|1573|1638|1722|1726|1738|1747|1750|1757|1765|1826|1873|1897|2043,Alosetron
497,497,DB00972,P35367|P25021|P04054|Q16873,P08684|P10635|P05177|P33261|P04798|P20815|P11712|P10632|P11509|P05181|P20813,80|207|216|310|314|378|384|446|503|504|561|611|650|757|816|834|847|926|935|993|1019|1028|1057|1063|1070|1088|1116|1145|1199|1236|1306|1325|1357|1367|1380|1430|1480|1573|1608|1683|1750|1754|1873|1897|1910|1934|1956|1993,Azelastine
498,498,DB00973,Q9UHC9|P35610|P15144,P22309|P35503|P54855|P16662|P08684|P10632,1|5|77|80|90|142|227|233|263|314|650|699|739|745|772|795|807|832|872|935|968|1019|1190|1216|1279|1313|1362|1365|1380|1410|1602|1629|1670|1750|1778|1803|1825|1853|1867|1873|1922|1928|1980,Ezetimibe
499,499,DB00977,P03372|O75469,P08684|P10632|P11712|P05177|P20815|P22310|P35503|P22309|O60656|P16662|P0DMM9|P49888|P21964|P33261,381|408|441|455|519|529|555|561|622|649|674|713|745|807|823|875|909|915|926|974|1019|1027|1039|1057|1060|1073|1099|1142|1154|1162|1236|1274|1313|1325|1380|1388|1436|1531|1602|1660|1738|1750|1873,Ethinylestradiol
500,500,DB00978,P43702|P43700|P11388,P05177,33|34|61|80|146|294|296|305|314|339|389|407|444|453|456|464|525|578|650|699|739|804|807|844|875|926|935|1019|1047|1057|1114|1309|1332|1357|1380|1440|1445|1453|1455|1480|1507|1537|1729|1774|1840|1849|1873|1874|1917|1928|1991,Lomefloxacin
501,501,DB00979,P11229,P06276,1|13|80|147|389|559|650|652|687|693|695|807|881|926|965|1028|1057|1060|1088|1154|1162|1163|1199|1298|1317|1324|1365|1380|1449|1522|1581|1638|1668|1750|1873|1917|1951|2004,Cyclopentolate
502,502,DB00980,P48039|P49286,P05177|P33261|P08684|P11712,41|80|197|294|361|371|441|597|650|656|667|713|798|802|807|832|898|926|950|1019|1035|1057|1121|1141|1152|1236|1325|1344|1380|1529|1611|1626|1648|1704|1738|1750|1845|1873|1905|1917|1935|1941|1980|2036,Ramelteon
503,503,DB00982,P10276|P13631,P08684,31|55|173|259|389|432|444|618|650|694|807|835|926|953|976|1017|1028|1057|1060|1120|1162|1274|1288|1319|1349|1380|1500|1512|1524|1576|1626|1666|1722|1738|1742|1827|1917|1956|1957,Isotretinoin
504,504,DB00983,P07550|P08588|P13945,P10635|P33261|P11712|P11509|Q9HAW9|O60656|P16662|P54855,1|79|80|132|227|260|283|310|322|362|516|606|632|650|694|695|718|764|781|782|807|831|841|857|875|947|949|1004|1057|1152|1224|1362|1365|1380|1384|1434|1475|1536|1602|1607|1728|1750|1754|1853|1873|1964|1982|2018,Formoterol
505,505,DB00987,P06746,P32320|P08684|P27707|P21589|P32321,62|75|80|119|222|314|378|424|454|485|577|606|610|650|656|807|935|1019|1099|1101|1171|1176|1234|1257|1380|1457|1487|1516|1522|1750|1764|1844|1855|1873|1887|1921|2042,Cytarabine
506,506,DB00988,P14416|P21728|P21918|P35462|P21917|Q01959|P09172|P08908|P34969|P21728|P21918|P23975|P31645|P46098|O95264|P00441|Q05940,P21397|P27338|P21964|P09172,80|104|193|310|315|589|807|875|937|981|1168|1171|1243|1380|1475|1602|1607|1750|1754|1840|1873,Dopamine
507,507,DB00990,P11511,P08684|P11511,7|29|35|61|84|121|189|231|239|240|314|473|519|529|547|609|622|650|758|787|926|967|987|1019|1057|1060|1162|1216|1274|1325|1366|1380|1420|1738|1831|1835|1855|1873|1884|1930|2021,Exemestane
508,508,DB00993,P63000,P00492|Q9NV35|P47989|P51580|P08263|P09210|P09488|P20839|P12268|P49915|Q9BY32|P05177,32|116|179|296|365|378|379|489|552|600|650|713|715|747|753|806|834|838|932|935|988|1057|1114|1145|1184|1195|1318|1380|1409|1452|1460|1517|1530|1543|1587|1607|1732|1810|1873|1885|1963|1986,Azathioprine
509,509,DB00996,P54289|Q9NY47|A0A024R8I1|Q00975|P30542|O43525|Q9NR82,P54687,2|59|80|195|333|345|389|474|650|788|807|901|926|981|1028|1060|1162|1171|1638|1737|1862|1917,Gabapentin
510,510,DB00997,P11388|Q14978,P08684|P10635|P20813|Q16678|P16152|O75828|P14550|P42330|P15559|P47989|P29475|P35228|P29474|O75306|O75489|O75251|P16435,33|34|80|116|121|139|202|222|249|298|314|352|361|432|495|505|550|587|650|656|679|687|695|722|807|841|842|926|940|973|984|1019|1039|1057|1060|1070|1085|1088|1154|1171|1204|1250|1257|1292|1309|1380|1381|1410|1476|1487|1509|1536|1597|1602|1612|1628|1648|1664|1721|1747|1750|1789|1815|1832|1862|1873|1917|1921|1970|1988|1997,Doxorubicin
511,511,DB00998,P28221|P28222,P05177,1|119|122|140|231|309|355|361|577|650|676|807|875|926|1002|1019|1057|1114|1152|1171|1281|1285|1290|1291|1299|1325|1348|1357|1380|1385|1430|1601|1634|1697|1727|1738|1745|1750|1873|1917|1939|1978,Frovatriptan
512,512,DB01001,P07550|P08588|P13945,P08684,1|80|89|114|222|227|269|392|548|603|606|632|705|807|837|843|875|1057|1152|1349|1362|1365|1380|1434|1475|1537|1573|1578|1602|1607|1750|1853|1873,Salbutamol
513,513,DB01002,Q9Y5Y9,P08684|P05177,80|94|294|354|381|531|581|591|650|689|794|807|890|926|935|1019|1028|1039|1057|1076|1088|1145|1152|1325|1380|1391|1480|1485|1692|1714|1722|1750|1816|1873|1882|1911|1917|1960|1998|1999|2022,Levobupivacaine
514,514,DB01005,P23921,P10635,140|154|650|807|878|1152|1171|1526|1631|1917,Hydroxyurea
515,515,DB01006,P11511,P11511|P08684|P11509|P33261|P16662,1|34|43|102|305|360|378|461|489|548|651|674|790|800|839|932|935|1058|1136|1321|1365|1380|1384|1464|1603|1750|1853|1873|1954,Letrozole
516,516,DB01007,P10613|Q16850,P11511|P33261|P05181|P08684,1|14|80|165|216|237|272|316|366|378|494|542|543|554|561|599|667|675|695|745|778|805|816|843|875|932|935|960|1019|1101|1209|1332|1349|1373|1380|1463|1496|1567|1603|1654|1683|1750|1761|1866|1873|1888|1922|1949,Tioconazole
517,517,DB01009,P23219|P35354|P25024,P11712|P10632|P22309,1|9|105|283|379|389|594|650|807|875|900|921|1039|1057|1088|1199|1257|1365|1380|1385|1581|1750|1775|1844|1873|1917|1985|2021,Ketoprofen
518,518,DB01011,P15538|P00183,P19099|P11509|P08684|P15538|P05181,114|208|280|378|382|392|409|437|650|807|845|1043|1057|1088|1380|1385|1417|1535|1586|1603|1646|1750|1756|1866|1873|1917|1962|1985|2017,Metyrapone
519,519,DB01012,P41180,P08684|P10635|P05177,1|80|104|114|237|283|307|581|667|782|809|844|875|978|1039|1057|1066|1087|1088|1104|1152|1199|1243|1260|1357|1368|1380|1402|1417|1453|1522|1570|1573|1627|1697|1750|1754|1756|1855|1873|1911|1928|2017,Cinacalcet
520,520,DB01013,P04150|P04083|P08235,P08684|P20815,61|80|84|182|251|294|314|434|460|504|519|547|616|650|667|679|693|695|748|760|787|807|866|898|926|967|1019|1042|1057|1060|1109|1153|1194|1199|1257|1274|1292|1309|1325|1380|1386|1428|1436|1438|1448|1556|1558|1624|1635|1683|1738|1774|1791|1828|1850|1873|1917|1928|1975|1997|2021|2026,Clobetasolpropionate
521,521,DB01014,P37231|P35354|P23219|P09917,Q9FAW5,8|61|80|197|202|265|363|389|456|486|650|667|674|725|807|875|931|1047|1152|1211|1225|1287|1380|1385|1475|1564|1583|1593|1602|1607|1665|1680|1697|1737|1750|1854|1873|1917|1991,Balsalazide
522,522,DB01015,P0AC13,P11712|P18440|P11245|P08684,4|248|319|350|378|502|650|656|715|875|883|888|952|1057|1099|1152|1168|1171|1184|1270|1380|1398|1457|1476|1528|1542|1675|1722|1742|1750|1804|1873,Sulfamethoxazole
523,523,DB01016,Q09428|Q14654|O60706|O95342|O95477|Q14654|Q15842|P50416|P13569|Q8TD43,P08684|P11712|P33261|P24462|P20815,2|8|80|94|165|197|216|235|249|307|310|319|331|350|352|387|428|454|486|502|561|650|667|695|715|807|816|828|841|875|883|890|926|1018|1019|1028|1045|1057|1152|1243|1317|1325|1380|1476|1507|1536|1606|1634|1655|1683|1750|1754|1762|1873|1917|1970|1989|1991,Glyburide
524,524,DB01018,P08913|P18089,P08684|P33261,41|80|140|167|246|325|366|561|623|650|807|960|974|1039|1088|1104|1119|1152|1171|1380|1451|1458|1683|1708|1750|1873|1917|2020|2034,Guanfacine
525,525,DB01020,P33402,P09488|P47989|P11766,41|221|252|426|584|650|656|695|715|753|798|802|807|838|849|904|926|1019|1082|1257|1346|1492|1646|1673|1831|1923|1963,Isosorbidemononitrate
526,526,DB01021,P55017|P05023|P00915|P00918|P22748,P51580,1|207|252|301|350|366|392|469|561|625|650|691|802|833|840|861|862|875|914|999|1019|1107|1114|1171|1181|1200|1290|1380|1476|1512|1592|1607|1683|1873|1889|1948|1982|1991,Trichlormethiazide
527,527,DB01023,Q13936|P54289|Q08289|Q01668|Q13698|O95180|Q9NY47|P0DP23|Q01064|P54750|P08235|P02585|P63316,P08684|P20815|P24462|P10632|P11712|P10635,80|145|147|294|366|371|561|650|695|741|759|807|841|906|974|1005|1011|1019|1027|1039|1047|1057|1060|1088|1106|1114|1152|1167|1171|1238|1269|1321|1380|1464|1508|1651|1683|1722|1750|1873|1917,Felodipine
528,528,DB01024,P20839|P12268,P22309|O60656|P16662|Q9HAW7|P19224,80|202|252|314|333|361|385|389|425|441|443|472|479|609|623|650|656|694|695|707|807|841|926|1017|1057|1088|1098|1223|1256|1287|1380|1394|1479|1526|1536|1564|1565|1599|1602|1714|1722|1737|1738|1747|1917|2034,Mycophenolicacid
529,529,DB01026,P50859|P10275|P05093|P08686|Q12809|O75469|Q14994,P08684|P20815|P33261|P04798|P05177|P11509|Q16678|P20813|P10632|P11712|P10635|P15538|P22309|Q9HAW7|P16662|Q9HCS2|P11511|P78329,37|72|80|84|102|151|165|216|233|322|366|378|407|460|494|561|573|650|656|687|695|706|718|749|807|816|843|875|926|932|935|985|1017|1019|1057|1060|1070|1100|1101|1136|1209|1300|1373|1380|1391|1405|1423|1452|1463|1480|1508|1589|1603|1654|1683|1750|1790|1825|1866|1870|1873|1917|1923|1936|1943|1980|2009|2029,Ketoconazole
530,530,DB01028,P14867|P42261|P23415|P98194|Q09470|P03886|P14867|P47869|P34903|P48169|P31644|Q16445|P18505|P47870|P28472|O14764|P78334|Q8N1C3|P18507|Q99928|O00591|Q9UN88,P05181|P05177|P11509|P20813|P11712|P10635|P08684,1|22|114|695|841|914|1057|1153|1252|1303|1453|1509|1542|1683|1928,Methoxyflurane
531,531,DB01029,P30556|P05412,P10632|P11712|P35503|P23219|P08684,80|96|162|222|255|294|304|310|314|352|378|449|475|588|591|650|754|792|794|864|896|897|926|935|975|984|1028|1057|1060|1078|1088|1104|1114|1160|1162|1164|1199|1243|1281|1353|1380|1385|1474|1585|1638|1683|1717|1750|1754|1765|1871|1873|1897|1911|1946|2004,Irbesartan
